epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
99	NaN	0.149	0.96	0.986	0.969	0.987	42.185	0.95	0.946
100	NaN	0.143	0.961	0.987	0.956	0.978	42.198	0.929	0.945
101	NaN	0.17	0.958	0.984	0.956	0.975	42.169	0.929	0.945
102	NaN	0.148	0.961	0.987	0.97	0.983	42.198	0.94	0.947
103	NaN	0.154	0.959	0.986	0.944	0.967	42.187	0.912	0.948
104	NaN	0.167	0.955	0.984	0.969	0.987	42.2	0.95	0.946
105	NaN	0.151	0.959	0.985	0.97	0.986	42.184	0.95	0.946
106	NaN	0.169	0.954	0.983	0.956	0.976	42.151	0.925	0.946
107	NaN	0.203	0.946	0.976	0.906	0.924	42.181	0.838	0.946
108	NaN	0.168	0.955	0.983	0.968	0.988	42.168	0.952	0.945
109	NaN	0.151	0.959	0.985	0.976	0.989	42.188	0.952	0.949
110	NaN	0.143	0.959	0.986	0.958	0.976	42.156	0.927	0.947
111	NaN	0.154	0.958	0.985	0.958	0.976	42.18	0.921	0.943
112	NaN	0.127	0.965	0.989	0.978	0.992	42.187	0.96	0.943
113	NaN	0.122	0.966	0.99	0.977	0.991	42.197	0.959	0.943
114	NaN	0.121	0.966	0.991	0.979	0.991	42.197	0.96	0.943
115	NaN	0.124	0.965	0.99	0.966	0.983	42.208	0.933	0.944
116	NaN	0.112	0.968	0.991	0.98	0.993	42.198	0.961	0.944
