epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
26	NaN	1.14	0.644	0.616	0.63	0.656	42.433	0.64	0.959
27	NaN	1.13	0.649	0.622	0.646	0.667	42.447	0.652	0.952
28	NaN	1.129	0.65	0.618	0.629	0.642	42.855	0.622	0.964
29	NaN	1.119	0.653	0.62	0.648	0.665	42.441	0.639	0.955
30	NaN	1.112	0.659	0.628	0.653	0.672	42.363	0.655	0.948
31	NaN	1.112	0.662	0.63	0.618	0.635	42.377	0.612	0.956
32	NaN	1.103	0.667	0.635	0.674	0.689	42.468	0.674	0.95
33	NaN	1.08	0.678	0.645	0.68	0.703	42.489	0.687	0.947
34	NaN	1.08	0.683	0.646	0.679	0.704	42.568	0.691	0.952
35	NaN	1.051	0.691	0.658	0.673	0.698	43.188	0.675	0.96
36	NaN	1.053	0.692	0.654	0.699	0.73	42.73	0.704	0.958
37	NaN	1.048	0.702	0.66	0.714	0.743	42.532	0.724	0.952
38	NaN	1.023	0.711	0.669	0.717	0.746	42.568	0.726	0.949
39	NaN	1.006	0.718	0.673	0.722	0.749	42.814	0.734	0.956
40	NaN	0.99	0.725	0.682	0.725	0.747	43.095	0.726	0.958
41	NaN	0.978	0.725	0.684	0.723	0.759	42.565	0.739	0.956
42	NaN	0.983	0.729	0.681	0.726	0.754	42.384	0.73	0.946
43	NaN	0.971	0.73	0.688	0.65	0.664	42.508	0.637	0.955
44	NaN	1.078	0.709	0.659	0.719	0.752	42.488	0.733	0.956
45	NaN	1.003	0.728	0.683	0.741	0.773	42.607	0.758	0.956
46	NaN	0.977	0.742	0.694	0.757	0.793	42.544	0.769	0.947
47	NaN	0.944	0.754	0.702	0.758	0.792	42.415	0.768	0.945
48	NaN	0.933	0.757	0.702	0.749	0.776	42.594	0.746	0.949
49	NaN	0.931	0.761	0.707	0.763	0.794	42.505	0.769	0.95
50	NaN	0.911	0.762	0.715	0.771	0.804	42.652	0.785	0.949
51	NaN	0.902	0.769	0.721	0.766	0.802	42.457	0.774	0.949
52	NaN	0.89	0.773	0.725	0.782	0.811	42.644	0.791	0.955
53	NaN	0.89	0.774	0.722	0.781	0.812	42.511	0.788	0.944
54	NaN	0.885	0.778	0.728	0.766	0.795	42.455	0.77	0.952
55	NaN	0.879	0.78	0.728	0.788	0.819	42.583	0.795	0.948
56	NaN	0.869	0.788	0.733	0.789	0.823	42.569	0.795	0.945
57	NaN	0.866	0.787	0.732	0.792	0.828	42.398	0.801	0.95
58	NaN	0.843	0.795	0.745	0.806	0.841	42.89	0.806	0.955
59	NaN	0.845	0.797	0.741	0.814	0.847	42.709	0.825	0.952
60	NaN	0.841	0.804	0.743	0.821	0.851	42.541	0.823	0.956
61	NaN	0.815	0.811	0.756	0.834	0.866	42.81	0.844	0.953
62	NaN	0.822	0.813	0.756	0.831	0.864	42.724	0.841	0.951
63	NaN	0.808	0.818	0.761	0.834	0.869	42.585	0.833	0.944
64	NaN	0.807	0.819	0.764	0.848	0.881	42.773	0.848	0.953
65	NaN	0.798	0.829	0.766	0.837	0.871	42.426	0.843	0.95
66	NaN	0.795	0.832	0.767	0.851	0.883	42.847	0.844	0.948
67	NaN	0.777	0.834	0.776	0.868	0.9	42.578	0.862	0.952
68	NaN	0.76	0.842	0.783	0.866	0.9	42.769	0.866	0.948
69	NaN	0.767	0.845	0.78	0.852	0.888	42.521	0.854	0.946
70	NaN	0.743	0.852	0.791	0.89	0.919	42.699	0.884	0.951
71	NaN	0.731	0.854	0.794	0.87	0.904	42.56	0.872	0.95
72	NaN	0.727	0.859	0.795	0.875	0.904	42.505	0.868	0.947
73	NaN	0.725	0.859	0.797	0.892	0.923	42.575	0.894	0.943
74	NaN	0.708	0.863	0.803	0.896	0.928	42.688	0.89	0.95
75	NaN	0.697	0.867	0.805	0.875	0.911	42.498	0.869	0.946
76	NaN	0.683	0.873	0.809	0.892	0.924	42.43	0.889	0.949
77	NaN	0.675	0.876	0.814	0.871	0.904	42.527	0.852	0.942
78	NaN	0.665	0.878	0.818	0.879	0.914	42.535	0.87	0.943
79	NaN	0.699	0.875	0.804	0.906	0.939	42.787	0.9	0.945
80	NaN	0.645	0.887	0.822	0.907	0.94	42.557	0.9	0.943
81	NaN	0.665	0.883	0.818	0.915	0.937	42.811	0.899	0.943
82	NaN	0.689	0.88	0.809	0.913	0.946	42.876	0.9	0.948
83	NaN	0.659	0.887	0.818	0.92	0.95	42.558	0.919	0.949
84	NaN	0.637	0.891	0.826	0.912	0.948	42.579	0.911	0.942
85	NaN	0.62	0.894	0.831	0.931	0.963	42.806	0.93	0.94
86	NaN	0.628	0.893	0.827	0.914	0.942	42.64	0.902	0.94
87	NaN	0.644	0.894	0.817	0.921	0.953	42.738	0.923	0.945
88	NaN	0.602	0.897	0.835	0.924	0.952	42.711	0.914	0.945
89	NaN	0.586	0.903	0.84	0.916	0.95	42.609	0.914	0.943
90	NaN	0.583	0.904	0.84	0.93	0.961	42.656	0.92	0.941
91	NaN	0.568	0.906	0.845	0.925	0.952	42.722	0.915	0.944
92	NaN	0.582	0.903	0.839	0.929	0.962	42.727	0.924	0.94
93	NaN	0.587	0.907	0.835	0.924	0.959	42.619	0.926	0.941
94	NaN	0.579	0.906	0.839	0.936	0.972	42.746	0.934	0.945
95	NaN	0.597	0.908	0.83	0.926	0.96	42.753	0.921	0.948
96	NaN	0.578	0.909	0.837	0.938	0.966	42.749	0.933	0.941
97	NaN	0.558	0.915	0.848	0.949	0.98	42.675	0.946	0.943
98	NaN	0.536	0.918	0.856	0.945	0.977	42.703	0.94	0.938
99	NaN	0.548	0.917	0.85	0.951	0.981	42.677	0.952	0.944
100	NaN	0.543	0.915	0.852	0.951	0.981	42.611	0.946	0.944
101	NaN	0.543	0.92	0.852	0.939	0.97	42.647	0.935	0.943
102	NaN	0.532	0.921	0.853	0.945	0.974	42.562	0.939	0.947
103	NaN	0.546	0.918	0.85	0.951	0.981	42.716	0.948	0.944
104	NaN	0.521	0.923	0.858	0.954	0.983	42.662	0.951	0.938
105	NaN	0.538	0.922	0.849	0.955	0.983	42.681	0.958	0.938
106	NaN	0.533	0.921	0.854	0.954	0.979	42.759	0.939	0.94
107	NaN	0.496	0.925	0.867	0.944	0.972	42.657	0.933	0.941
108	NaN	0.478	0.929	0.872	0.955	0.984	42.744	0.954	0.937
109	NaN	0.52	0.927	0.853	0.955	0.984	42.706	0.956	0.945
110	NaN	0.493	0.93	0.863	0.96	0.986	42.668	0.954	0.94
111	NaN	0.492	0.929	0.864	0.959	0.987	42.793	0.963	0.943
112	NaN	0.537	0.923	0.847	0.954	0.979	42.791	0.955	0.94
113	NaN	0.512	0.924	0.859	0.958	0.979	42.74	0.947	0.944
114	NaN	0.487	0.93	0.868	0.916	0.944	42.617	0.908	0.94
115	NaN	0.624	0.902	0.827	0.957	0.979	42.731	0.945	0.937
116	NaN	0.514	0.92	0.859	0.959	0.982	42.65	0.948	0.936
117	NaN	0.474	0.929	0.873	0.963	0.986	42.762	0.953	0.94
118	NaN	0.456	0.933	0.878	0.961	0.984	42.759	0.953	0.936
119	NaN	0.456	0.935	0.876	0.959	0.983	42.654	0.955	0.937
120	NaN	0.441	0.935	0.883	0.967	0.987	42.652	0.958	0.935
121	NaN	0.488	0.931	0.864	0.967	0.988	42.737	0.956	0.937
122	NaN	0.461	0.933	0.876	0.969	0.989	42.622	0.961	0.941
123	NaN	0.45	0.935	0.877	0.97	0.988	42.677	0.957	0.935
124	NaN	0.449	0.939	0.877	0.961	0.982	42.703	0.952	0.937
125	NaN	0.46	0.934	0.873	0.964	0.985	42.709	0.957	0.935
126	NaN	0.436	0.938	0.882	0.969	0.988	42.82	0.962	0.937
127	NaN	0.438	0.936	0.881	0.972	0.989	42.727	0.966	0.936
128	NaN	0.443	0.938	0.879	0.972	0.992	42.731	0.96	0.935
129	NaN	0.467	0.934	0.87	0.97	0.989	42.895	0.961	0.939
130	NaN	0.448	0.938	0.875	0.967	0.986	42.647	0.958	0.943
131	NaN	0.434	0.939	0.881	0.974	0.992	42.931	0.967	0.937
132	NaN	0.419	0.941	0.889	0.972	0.99	42.793	0.959	0.937
133	NaN	0.44	0.941	0.878	0.972	0.99	42.797	0.967	0.944
134	NaN	0.46	0.936	0.87	0.973	0.99	42.811	0.97	0.936
135	NaN	0.415	0.942	0.886	0.968	0.987	42.72	0.957	0.937
136	NaN	0.432	0.941	0.879	0.973	0.99	42.946	0.959	0.937
137	NaN	0.426	0.94	0.884	0.974	0.991	42.808	0.964	0.934
138	NaN	0.421	0.944	0.884	0.975	0.991	42.779	0.969	0.939
139	NaN	0.418	0.945	0.882	0.972	0.989	43.02	0.967	0.94
140	NaN	0.412	0.944	0.885	0.977	0.992	42.737	0.968	0.935
141	NaN	0.432	0.943	0.875	0.971	0.989	42.865	0.962	0.936
142	NaN	0.432	0.939	0.88	0.97	0.988	42.7	0.961	0.935
143	NaN	0.419	0.943	0.884	0.976	0.992	42.899	0.97	0.936
144	NaN	0.396	0.947	0.891	0.974	0.991	42.767	0.97	0.935
145	NaN	0.434	0.94	0.88	0.973	0.99	42.851	0.965	0.942
146	NaN	0.387	0.945	0.897	0.974	0.99	42.842	0.965	0.933
147	NaN	0.427	0.94	0.882	0.974	0.991	42.85	0.963	0.935
148	NaN	0.407	0.944	0.888	0.97	0.99	42.987	0.959	0.94
149	NaN	0.403	0.944	0.89	0.974	0.989	42.763	0.967	0.935
150	NaN	0.39	0.946	0.895	0.974	0.991	42.734	0.97	0.934
151	NaN	0.382	0.947	0.895	0.973	0.99	42.774	0.962	0.936
152	NaN	0.376	0.95	0.896	0.976	0.991	42.902	0.967	0.937
153	NaN	0.393	0.946	0.893	0.975	0.991	42.778	0.972	0.933
154	NaN	0.378	0.949	0.898	0.975	0.991	42.731	0.968	0.931
155	NaN	0.383	0.948	0.893	0.974	0.993	42.825	0.968	0.936
156	NaN	0.41	0.946	0.884	0.976	0.992	42.857	0.969	0.934
157	NaN	0.385	0.948	0.894	0.979	0.993	42.917	0.975	0.935
158	NaN	0.359	0.951	0.903	0.974	0.99	42.765	0.964	0.932
159	NaN	0.402	0.947	0.887	0.978	0.992	43.006	0.973	0.939
160	NaN	0.392	0.946	0.893	0.979	0.994	42.798	0.972	0.933
161	NaN	0.377	0.951	0.895	0.967	0.987	42.973	0.955	0.943
162	NaN	0.378	0.949	0.897	0.978	0.994	42.808	0.975	0.935
163	NaN	0.377	0.95	0.894	0.979	0.992	42.772	0.97	0.933
164	NaN	0.375	0.951	0.896	0.975	0.993	42.884	0.973	0.936
165	NaN	0.351	0.949	0.907	0.976	0.992	42.856	0.965	0.933
166	NaN	0.386	0.951	0.89	0.979	0.994	42.855	0.973	0.936
167	NaN	0.329	0.956	0.911	0.98	0.995	42.848	0.973	0.932
168	NaN	0.364	0.953	0.898	0.978	0.994	43.002	0.973	0.936
169	NaN	0.359	0.951	0.903	0.976	0.992	42.75	0.968	0.931
170	NaN	0.383	0.951	0.891	0.957	0.971	42.814	0.933	0.933
171	NaN	0.328	0.954	0.912	0.978	0.993	42.893	0.971	0.933
172	NaN	0.356	0.952	0.899	0.977	0.993	42.829	0.971	0.937
173	NaN	0.345	0.954	0.905	0.976	0.993	42.968	0.966	0.936
174	NaN	0.373	0.947	0.901	0.948	0.96	42.75	0.925	0.934
175	NaN	0.368	0.951	0.899	0.982	0.995	42.818	0.978	0.935
176	NaN	0.312	0.956	0.916	0.98	0.995	42.818	0.975	0.934
177	NaN	0.324	0.957	0.911	0.976	0.993	42.915	0.971	0.935
178	NaN	0.357	0.953	0.902	0.978	0.993	42.783	0.969	0.93
179	NaN	0.341	0.957	0.903	0.979	0.994	42.886	0.975	0.933
180	NaN	0.359	0.953	0.9	0.979	0.993	42.863	0.974	0.932
181	NaN	0.324	0.956	0.911	0.982	0.995	43.026	0.977	0.936
182	NaN	0.346	0.955	0.903	0.981	0.996	42.784	0.977	0.934
183	NaN	0.33	0.958	0.908	0.942	0.966	43.079	0.927	0.938
184	NaN	0.382	0.947	0.895	0.982	0.996	42.892	0.981	0.934
185	NaN	0.335	0.954	0.909	0.979	0.994	43.009	0.974	0.935
186	NaN	0.324	0.958	0.91	0.979	0.995	42.913	0.979	0.934
187	NaN	0.338	0.955	0.906	0.98	0.994	42.89	0.977	0.934
188	NaN	0.305	0.961	0.916	0.982	0.996	42.929	0.979	0.932
189	NaN	0.307	0.963	0.914	0.984	0.997	42.912	0.979	0.932
190	NaN	0.287	0.963	0.922	0.984	0.997	42.954	0.981	0.933
191	NaN	0.277	0.962	0.926	0.984	0.997	42.945	0.981	0.933
192	NaN	0.286	0.963	0.923	0.986	0.997	42.937	0.984	0.932
193	NaN	0.285	0.963	0.922	0.985	0.997	42.936	0.983	0.933
194	NaN	0.3	0.964	0.914	0.985	0.997	42.971	0.982	0.934
195	NaN	0.29	0.961	0.922	0.985	0.997	42.93	0.982	0.932
196	NaN	0.292	0.963	0.921	0.984	0.997	42.977	0.983	0.933
197	NaN	0.3	0.964	0.916	0.983	0.997	42.944	0.981	0.933
198	NaN	0.286	0.962	0.923	0.985	0.996	42.903	0.98	0.932
199	NaN	0.294	0.964	0.919	0.984	0.997	43.022	0.982	0.934
200	NaN	0.284	0.963	0.922	0.984	0.997	42.972	0.983	0.934
201	NaN	0.28	0.964	0.924	0.984	0.997	42.986	0.984	0.934
202	NaN	0.297	0.963	0.915	0.986	0.997	43.008	0.984	0.934
203	NaN	0.29	0.964	0.921	0.984	0.992	42.869	0.975	0.931
204	NaN	0.288	0.965	0.919	0.985	0.997	42.942	0.984	0.933
205	NaN	0.29	0.965	0.92	0.986	0.997	42.917	0.983	0.933
206	NaN	0.279	0.964	0.922	0.984	0.997	42.976	0.983	0.933
207	NaN	0.284	0.963	0.922	0.985	0.997	42.99	0.984	0.934
208	NaN	0.288	0.965	0.919	0.985	0.997	42.955	0.981	0.933
209	NaN	0.279	0.964	0.925	0.986	0.994	42.901	0.974	0.932
210	NaN	0.285	0.964	0.922	0.984	0.996	43.007	0.983	0.934
211	NaN	0.267	0.967	0.927	0.985	0.997	42.986	0.984	0.934
212	NaN	0.257	0.966	0.933	0.984	0.997	42.993	0.983	0.934
213	NaN	0.277	0.966	0.925	0.984	0.997	42.977	0.982	0.934
214	NaN	0.278	0.967	0.923	0.986	0.997	42.996	0.982	0.934
215	NaN	0.297	0.965	0.916	0.986	0.997	42.988	0.983	0.934
216	NaN	0.295	0.967	0.915	0.985	0.997	43.025	0.985	0.934
217	NaN	0.291	0.964	0.918	0.983	0.992	42.894	0.974	0.931
218	NaN	0.297	0.966	0.915	0.984	0.996	42.984	0.983	0.933
219	NaN	0.284	0.963	0.923	0.984	0.997	42.967	0.984	0.933
220	NaN	0.28	0.964	0.924	0.985	0.997	42.94	0.983	0.932
221	NaN	0.276	0.963	0.927	0.984	0.997	43.015	0.984	0.934
222	NaN	0.288	0.965	0.921	0.984	0.996	42.982	0.983	0.935
223	NaN	0.296	0.963	0.917	0.985	0.997	43.024	0.986	0.934
224	NaN	0.296	0.964	0.917	0.984	0.997	43.027	0.983	0.935
225	NaN	0.295	0.966	0.917	0.986	0.997	42.947	0.985	0.933
226	NaN	0.294	0.963	0.917	0.986	0.997	42.92	0.984	0.932
227	NaN	0.275	0.963	0.925	0.985	0.997	42.986	0.982	0.933
228	NaN	0.28	0.965	0.923	0.984	0.997	43.024	0.984	0.934
229	NaN	0.281	0.963	0.924	0.987	0.996	42.917	0.98	0.932
230	NaN	0.291	0.963	0.919	0.984	0.997	42.998	0.985	0.934
231	NaN	0.292	0.963	0.919	0.983	0.994	42.889	0.976	0.931
232	NaN	0.279	0.966	0.923	0.984	0.997	42.998	0.983	0.934
233	NaN	0.284	0.965	0.921	0.985	0.994	42.89	0.977	0.931
234	NaN	0.284	0.964	0.921	0.983	0.997	42.994	0.986	0.933
235	NaN	0.285	0.967	0.92	0.985	0.997	42.93	0.982	0.933
236	NaN	0.291	0.965	0.918	0.985	0.996	42.976	0.983	0.933
237	NaN	0.274	0.964	0.926	0.984	0.997	43.031	0.983	0.934
238	NaN	0.263	0.966	0.93	0.985	0.997	42.994	0.984	0.934
239	NaN	0.307	0.966	0.911	0.985	0.997	42.997	0.986	0.934
240	NaN	0.281	0.964	0.923	0.983	0.994	42.894	0.973	0.932
241	NaN	0.272	0.965	0.927	0.985	0.997	42.977	0.984	0.933
242	NaN	0.295	0.964	0.918	0.985	0.997	42.909	0.984	0.932
243	NaN	0.292	0.966	0.919	0.985	0.996	42.934	0.983	0.932
244	NaN	0.296	0.964	0.917	0.984	0.997	42.981	0.985	0.933
245	NaN	0.272	0.966	0.925	0.984	0.997	43.018	0.982	0.934
246	NaN	0.282	0.966	0.92	0.985	0.996	42.922	0.981	0.933
247	NaN	0.277	0.964	0.926	0.985	0.997	42.988	0.984	0.934
248	NaN	0.292	0.964	0.919	0.985	0.997	42.962	0.983	0.933
249	NaN	0.276	0.965	0.923	0.985	0.997	42.95	0.983	0.933
250	NaN	0.283	0.964	0.923	0.986	0.995	42.917	0.979	0.932
251	NaN	0.295	0.965	0.916	0.985	0.998	43.012	0.986	0.934
252	NaN	0.285	0.965	0.921	0.984	0.994	42.894	0.975	0.931
253	NaN	0.281	0.966	0.922	0.986	0.997	42.89	0.982	0.932
254	NaN	0.298	0.964	0.915	0.984	0.995	42.895	0.978	0.931
255	NaN	0.27	0.965	0.927	0.987	0.998	42.929	0.983	0.932
256	NaN	0.298	0.965	0.915	0.987	0.997	42.954	0.983	0.933
257	NaN	0.299	0.964	0.915	0.986	0.996	42.924	0.981	0.932
258	NaN	0.285	0.964	0.922	0.984	0.996	43.029	0.983	0.935
259	NaN	0.291	0.965	0.918	0.985	0.997	43.007	0.983	0.934
260	NaN	0.296	0.964	0.918	0.985	0.997	43.015	0.986	0.935
261	NaN	0.269	0.966	0.927	0.986	0.997	43.001	0.985	0.933
262	NaN	0.296	0.963	0.918	0.984	0.997	43.012	0.985	0.934
263	NaN	0.279	0.965	0.924	0.986	0.997	42.994	0.983	0.933
264	NaN	0.286	0.965	0.919	0.985	0.997	42.975	0.982	0.934
265	NaN	0.262	0.966	0.931	0.985	0.997	42.986	0.985	0.933
266	NaN	0.277	0.964	0.925	0.985	0.997	42.994	0.983	0.934
267	NaN	0.286	0.965	0.92	0.984	0.997	42.929	0.983	0.932
268	NaN	0.277	0.965	0.924	0.986	0.997	42.98	0.983	0.934
269	NaN	0.287	0.962	0.922	0.985	0.997	42.949	0.984	0.933
270	NaN	0.284	0.964	0.922	0.985	0.997	42.963	0.984	0.933
271	NaN	0.283	0.965	0.921	0.986	0.997	42.958	0.983	0.933
272	NaN	0.275	0.965	0.925	0.985	0.997	42.958	0.981	0.933
273	NaN	0.32	0.962	0.905	0.984	0.997	42.998	0.985	0.934
274	NaN	0.297	0.963	0.917	0.985	0.992	42.898	0.974	0.931
275	NaN	0.282	0.964	0.922	0.985	0.997	43.002	0.984	0.934
276	NaN	0.298	0.964	0.916	0.983	0.996	43.016	0.983	0.934
277	NaN	0.286	0.962	0.922	0.983	0.992	42.897	0.972	0.931
278	NaN	0.266	0.966	0.929	0.986	0.994	42.918	0.976	0.931
279	NaN	0.29	0.964	0.919	0.985	0.997	42.944	0.983	0.932
280	NaN	0.295	0.964	0.918	0.986	0.997	42.958	0.982	0.933
281	NaN	0.295	0.963	0.918	0.986	0.996	42.904	0.981	0.932
282	NaN	0.288	0.964	0.919	0.986	0.996	42.906	0.979	0.932
283	NaN	0.289	0.964	0.919	0.987	0.998	42.961	0.985	0.933
284	NaN	0.277	0.967	0.922	0.985	0.997	43.002	0.984	0.934
285	NaN	0.293	0.963	0.92	0.986	0.997	42.911	0.981	0.932
286	NaN	0.279	0.965	0.924	0.985	0.997	42.984	0.985	0.933
287	NaN	0.264	0.964	0.932	0.984	0.997	42.974	0.983	0.933
288	NaN	0.276	0.965	0.925	0.986	0.997	43.011	0.984	0.934
289	NaN	0.277	0.965	0.925	0.984	0.997	42.995	0.985	0.934
290	NaN	0.286	0.966	0.921	0.985	0.997	42.93	0.981	0.932
291	NaN	0.274	0.966	0.926	0.987	0.996	42.919	0.979	0.932
292	NaN	0.297	0.964	0.916	0.985	0.997	42.962	0.985	0.933
293	NaN	0.306	0.963	0.912	0.986	0.997	42.936	0.983	0.932
294	NaN	0.296	0.966	0.916	0.984	0.991	42.875	0.97	0.931
295	NaN	0.286	0.964	0.923	0.985	0.996	42.947	0.982	0.932
296	NaN	0.289	0.965	0.92	0.984	0.997	43.013	0.984	0.934
297	NaN	0.29	0.965	0.92	0.985	0.997	43.008	0.982	0.933
298	NaN	0.282	0.965	0.923	0.984	0.997	42.972	0.984	0.934
299	NaN	0.259	0.965	0.933	0.985	0.997	42.979	0.984	0.934
300	NaN	0.293	0.963	0.921	0.985	0.997	42.944	0.984	0.932
