epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
50	NaN	0.448	0.913	0.912	0.92	0.928	48.244	0.852	0.987
51	NaN	0.416	0.925	0.921	0.924	0.935	48.25	0.864	0.987
52	NaN	0.415	0.92	0.923	0.884	0.892	48.216	0.811	0.988
53	NaN	0.434	0.916	0.915	0.915	0.927	48.232	0.851	0.987
54	NaN	0.394	0.926	0.925	0.931	0.943	48.211	0.877	0.987
55	NaN	0.393	0.923	0.925	0.917	0.931	48.254	0.851	0.987
56	NaN	0.409	0.918	0.92	0.932	0.942	48.239	0.874	0.987
57	NaN	0.404	0.921	0.922	0.931	0.939	48.325	0.86	0.987
58	NaN	0.413	0.919	0.92	0.927	0.934	48.292	0.851	0.987
59	NaN	0.388	0.924	0.928	0.945	0.952	48.241	0.886	0.986
60	NaN	0.38	0.926	0.926	0.954	0.961	48.27	0.898	0.986
61	NaN	0.365	0.925	0.933	0.931	0.94	48.241	0.87	0.986
62	NaN	0.384	0.922	0.927	0.909	0.912	48.285	0.832	0.987
63	NaN	0.399	0.917	0.924	0.87	0.878	48.263	0.788	0.987
64	NaN	0.384	0.92	0.93	0.909	0.91	48.266	0.833	0.987
65	NaN	0.395	0.918	0.924	0.863	0.863	48.273	0.772	0.987
66	NaN	0.406	0.92	0.925	0.943	0.95	48.272	0.878	0.986
67	NaN	0.35	0.925	0.939	0.917	0.925	48.235	0.847	0.986
68	NaN	0.368	0.92	0.933	0.928	0.932	48.373	0.854	0.987
69	NaN	0.376	0.922	0.93	0.921	0.923	48.261	0.839	0.986
70	NaN	0.346	0.924	0.936	0.889	0.899	48.248	0.813	0.986
71	NaN	0.373	0.921	0.931	0.906	0.91	48.229	0.832	0.986
72	NaN	0.363	0.921	0.934	0.95	0.954	48.253	0.891	0.986
73	NaN	0.354	0.924	0.937	0.942	0.945	48.254	0.878	0.986
74	NaN	0.354	0.921	0.935	0.937	0.942	48.264	0.869	0.986
75	NaN	0.337	0.923	0.941	0.95	0.956	48.256	0.89	0.986
76	NaN	0.341	0.923	0.942	0.939	0.941	48.259	0.868	0.986
77	NaN	0.334	0.926	0.942	0.925	0.929	48.26	0.859	0.985
78	NaN	0.331	0.924	0.946	0.884	0.892	48.273	0.804	0.986
79	NaN	0.347	0.925	0.938	0.945	0.952	48.265	0.887	0.986
80	NaN	0.342	0.923	0.941	0.935	0.936	48.262	0.858	0.986
81	NaN	0.334	0.924	0.943	0.896	0.903	48.258	0.812	0.987
82	NaN	0.346	0.923	0.939	0.952	0.955	48.269	0.883	0.986
83	NaN	0.34	0.922	0.942	0.953	0.958	48.257	0.889	0.986
84	NaN	0.335	0.923	0.943	0.919	0.924	48.243	0.849	0.985
85	NaN	0.33	0.925	0.944	0.928	0.931	48.249	0.854	0.986
86	NaN	0.325	0.925	0.946	0.936	0.938	48.265	0.865	0.985
87	NaN	0.355	0.921	0.936	0.942	0.945	48.241	0.873	0.986
88	NaN	0.341	0.922	0.94	0.885	0.88	48.285	0.79	0.986
89	NaN	0.326	0.925	0.947	0.938	0.943	48.26	0.87	0.985
90	NaN	0.317	0.924	0.949	0.944	0.945	48.271	0.873	0.986
91	NaN	0.315	0.926	0.949	0.947	0.953	48.256	0.889	0.985
92	NaN	0.311	0.925	0.951	0.941	0.945	48.267	0.868	0.986
93	NaN	0.327	0.924	0.944	0.934	0.941	48.26	0.865	0.985
94	NaN	0.316	0.925	0.949	0.933	0.937	48.262	0.858	0.985
95	NaN	0.337	0.924	0.942	0.941	0.942	48.268	0.868	0.985
96	NaN	0.33	0.923	0.944	0.931	0.931	48.255	0.853	0.986
97	NaN	0.316	0.925	0.947	0.952	0.955	48.237	0.887	0.985
98	NaN	0.304	0.926	0.954	0.955	0.962	48.262	0.896	0.985
99	NaN	0.302	0.925	0.954	0.96	0.963	48.23	0.899	0.986
100	NaN	0.296	0.927	0.955	0.948	0.953	48.285	0.888	0.986
101	NaN	0.315	0.924	0.95	0.92	0.924	48.236	0.843	0.985
102	NaN	0.307	0.926	0.952	0.926	0.929	48.257	0.85	0.985
103	NaN	0.369	0.916	0.934	0.954	0.959	48.238	0.892	0.985
104	NaN	0.301	0.926	0.954	0.923	0.926	48.284	0.844	0.986
105	NaN	0.315	0.924	0.949	0.952	0.956	48.227	0.886	0.985
106	NaN	0.306	0.927	0.95	0.936	0.939	48.241	0.858	0.985
107	NaN	0.295	0.926	0.957	0.928	0.93	48.256	0.851	0.985
108	NaN	0.291	0.925	0.958	0.941	0.946	48.232	0.877	0.984
109	NaN	0.316	0.925	0.948	0.955	0.958	48.276	0.886	0.985
110	NaN	0.286	0.93	0.956	0.961	0.965	48.25	0.898	0.986
111	NaN	0.299	0.926	0.954	0.905	0.911	48.242	0.827	0.985
112	NaN	0.317	0.926	0.947	0.955	0.958	48.233	0.893	0.985
113	NaN	0.314	0.923	0.951	0.913	0.921	48.257	0.842	0.985
114	NaN	0.297	0.926	0.954	0.94	0.942	48.259	0.872	0.985
115	NaN	0.316	0.923	0.949	0.954	0.956	48.257	0.888	0.985
116	NaN	0.281	0.929	0.959	0.943	0.946	48.275	0.868	0.985
117	NaN	0.298	0.923	0.955	0.916	0.915	48.278	0.834	0.985
118	NaN	0.289	0.923	0.959	0.936	0.939	48.255	0.861	0.984
119	NaN	0.302	0.923	0.955	0.927	0.93	48.23	0.852	0.985
120	NaN	0.284	0.926	0.958	0.942	0.947	48.219	0.871	0.987
121	NaN	0.302	0.923	0.953	0.958	0.965	48.232	0.895	0.985
122	NaN	0.291	0.925	0.958	0.908	0.908	48.234	0.831	0.985
123	NaN	0.278	0.926	0.961	0.843	0.842	48.239	0.741	0.984
124	NaN	0.36	0.915	0.948	0.959	0.964	48.227	0.899	0.985
125	NaN	0.29	0.924	0.958	0.942	0.949	48.236	0.876	0.985
126	NaN	0.308	0.919	0.955	0.926	0.932	48.268	0.851	0.986
127	NaN	0.301	0.922	0.957	0.917	0.916	48.218	0.836	0.984
128	NaN	0.291	0.924	0.959	0.93	0.934	48.245	0.855	0.985
129	NaN	0.301	0.92	0.955	0.944	0.948	48.231	0.876	0.985
130	NaN	0.292	0.924	0.957	0.928	0.931	48.248	0.854	0.984
131	NaN	0.294	0.924	0.959	0.938	0.939	48.228	0.865	0.985
132	NaN	0.283	0.925	0.96	0.942	0.943	48.237	0.871	0.985
133	NaN	0.294	0.923	0.958	0.954	0.959	48.234	0.891	0.985
134	NaN	0.297	0.923	0.955	0.959	0.963	48.242	0.893	0.986
135	NaN	0.267	0.928	0.966	0.968	0.971	48.238	0.915	0.985
136	NaN	0.262	0.931	0.963	0.964	0.969	48.246	0.908	0.985
137	NaN	0.256	0.93	0.967	0.968	0.973	48.246	0.908	0.985
138	NaN	0.252	0.932	0.968	0.967	0.97	48.237	0.903	0.985
139	NaN	0.251	0.932	0.968	0.964	0.969	48.246	0.907	0.985
140	NaN	0.252	0.93	0.968	0.965	0.971	48.244	0.908	0.985
141	NaN	0.254	0.93	0.967	0.968	0.972	48.246	0.907	0.985
142	NaN	0.255	0.932	0.967	0.968	0.97	48.236	0.906	0.985
143	NaN	0.261	0.929	0.965	0.965	0.968	48.254	0.905	0.985
144	NaN	0.25	0.933	0.967	0.967	0.971	48.24	0.91	0.985
145	NaN	0.253	0.934	0.966	0.968	0.973	48.248	0.913	0.985
146	NaN	0.236	0.933	0.973	0.969	0.969	48.256	0.907	0.985
147	NaN	0.251	0.934	0.967	0.965	0.968	48.27	0.903	0.985
148	NaN	0.233	0.938	0.971	0.96	0.966	48.25	0.901	0.985
149	NaN	0.248	0.933	0.968	0.962	0.967	48.264	0.898	0.985
150	NaN	0.246	0.932	0.97	0.967	0.97	48.251	0.912	0.985
151	NaN	0.251	0.931	0.967	0.964	0.969	48.25	0.906	0.985
152	NaN	0.264	0.929	0.967	0.963	0.968	48.241	0.907	0.985
153	NaN	0.246	0.934	0.969	0.968	0.972	48.248	0.913	0.985
154	NaN	0.244	0.933	0.971	0.966	0.97	48.248	0.907	0.985
155	NaN	0.243	0.934	0.969	0.969	0.974	48.247	0.911	0.985
156	NaN	0.256	0.931	0.966	0.965	0.969	48.248	0.903	0.984
157	NaN	0.24	0.934	0.971	0.968	0.969	48.263	0.91	0.985
158	NaN	0.233	0.933	0.973	0.964	0.97	48.256	0.903	0.985
159	NaN	0.253	0.932	0.965	0.964	0.969	48.256	0.908	0.984
160	NaN	0.24	0.934	0.97	0.97	0.975	48.253	0.918	0.984
161	NaN	0.246	0.934	0.968	0.968	0.972	48.265	0.908	0.985
162	NaN	0.242	0.935	0.97	0.97	0.974	48.26	0.91	0.985
163	NaN	0.242	0.935	0.969	0.969	0.973	48.261	0.913	0.985
164	NaN	0.25	0.932	0.966	0.969	0.973	48.257	0.915	0.985
165	NaN	0.222	0.934	0.976	0.968	0.974	48.259	0.913	0.985
166	NaN	0.248	0.933	0.967	0.968	0.973	48.257	0.911	0.985
167	NaN	0.236	0.933	0.973	0.968	0.972	48.264	0.911	0.985
168	NaN	0.251	0.932	0.968	0.964	0.969	48.26	0.904	0.985
169	NaN	0.24	0.933	0.971	0.968	0.972	48.266	0.91	0.985
170	NaN	0.238	0.936	0.97	0.969	0.973	48.258	0.911	0.985
171	NaN	0.229	0.935	0.973	0.967	0.971	48.25	0.91	0.984
172	NaN	0.246	0.932	0.971	0.97	0.976	48.258	0.915	0.985
173	NaN	0.234	0.934	0.973	0.968	0.973	48.252	0.912	0.985
174	NaN	0.232	0.934	0.972	0.972	0.974	48.258	0.914	0.985
175	NaN	0.247	0.934	0.967	0.969	0.974	48.257	0.917	0.985
176	NaN	0.232	0.935	0.973	0.969	0.974	48.258	0.915	0.985
177	NaN	0.243	0.933	0.972	0.971	0.974	48.255	0.917	0.984
178	NaN	0.249	0.934	0.969	0.967	0.972	48.254	0.915	0.985
179	NaN	0.257	0.933	0.965	0.972	0.973	48.26	0.916	0.985
180	NaN	0.243	0.933	0.97	0.972	0.974	48.248	0.917	0.984
181	NaN	0.227	0.936	0.974	0.97	0.974	48.253	0.912	0.985
182	NaN	0.253	0.934	0.967	0.973	0.976	48.254	0.915	0.985
183	NaN	0.246	0.932	0.97	0.966	0.97	48.249	0.907	0.985
184	NaN	0.241	0.934	0.97	0.971	0.973	48.254	0.916	0.985
185	NaN	0.253	0.931	0.967	0.969	0.972	48.266	0.905	0.985
186	NaN	0.241	0.936	0.969	0.97	0.975	48.257	0.914	0.985
187	NaN	0.239	0.935	0.97	0.969	0.971	48.25	0.913	0.984
188	NaN	0.246	0.931	0.969	0.97	0.975	48.252	0.91	0.984
189	NaN	0.244	0.935	0.969	0.97	0.974	48.255	0.915	0.985
190	NaN	0.233	0.934	0.972	0.972	0.978	48.257	0.919	0.985
191	NaN	0.225	0.935	0.976	0.97	0.972	48.262	0.912	0.985
192	NaN	0.233	0.935	0.972	0.969	0.977	48.251	0.92	0.984
193	NaN	0.233	0.935	0.973	0.973	0.976	48.256	0.92	0.985
194	NaN	0.255	0.933	0.964	0.966	0.971	48.267	0.908	0.985
195	NaN	0.245	0.931	0.97	0.968	0.972	48.266	0.908	0.985
196	NaN	0.249	0.931	0.969	0.967	0.972	48.262	0.916	0.985
197	NaN	0.251	0.932	0.968	0.97	0.972	48.262	0.909	0.985
198	NaN	0.232	0.934	0.974	0.972	0.975	48.26	0.917	0.985
199	NaN	0.245	0.933	0.969	0.964	0.971	48.251	0.909	0.984
200	NaN	0.236	0.934	0.972	0.971	0.976	48.247	0.916	0.984
201	NaN	0.242	0.932	0.972	0.972	0.976	48.256	0.918	0.985
202	NaN	0.241	0.934	0.97	0.97	0.973	48.265	0.913	0.985
203	NaN	0.242	0.932	0.97	0.97	0.972	48.246	0.915	0.984
204	NaN	0.242	0.935	0.969	0.969	0.976	48.263	0.915	0.985
205	NaN	0.243	0.933	0.971	0.969	0.973	48.244	0.913	0.984
206	NaN	0.235	0.935	0.971	0.968	0.973	48.263	0.909	0.985
207	NaN	0.241	0.933	0.97	0.969	0.973	48.262	0.911	0.985
208	NaN	0.243	0.934	0.969	0.966	0.97	48.255	0.91	0.985
209	NaN	0.238	0.934	0.972	0.969	0.974	48.264	0.912	0.985
210	NaN	0.242	0.932	0.971	0.967	0.972	48.269	0.909	0.985
211	NaN	0.24	0.932	0.972	0.969	0.973	48.267	0.912	0.985
212	NaN	0.234	0.935	0.973	0.966	0.972	48.256	0.908	0.985
213	NaN	0.237	0.934	0.973	0.967	0.97	48.267	0.906	0.985
214	NaN	0.243	0.934	0.97	0.971	0.975	48.257	0.913	0.985
215	NaN	0.251	0.932	0.967	0.967	0.973	48.273	0.91	0.985
216	NaN	0.251	0.933	0.966	0.971	0.975	48.256	0.917	0.985
217	NaN	0.24	0.933	0.97	0.971	0.974	48.261	0.911	0.985
218	NaN	0.253	0.932	0.966	0.968	0.968	48.263	0.911	0.985
219	NaN	0.251	0.931	0.967	0.968	0.973	48.255	0.912	0.984
220	NaN	0.237	0.935	0.971	0.97	0.973	48.264	0.914	0.985
221	NaN	0.233	0.934	0.973	0.97	0.974	48.253	0.916	0.985
222	NaN	0.239	0.935	0.971	0.97	0.973	48.256	0.911	0.985
223	NaN	0.241	0.934	0.97	0.971	0.975	48.249	0.916	0.984
224	NaN	0.238	0.936	0.969	0.969	0.973	48.253	0.914	0.985
225	NaN	0.249	0.933	0.966	0.972	0.975	48.25	0.922	0.984
226	NaN	0.238	0.937	0.97	0.968	0.973	48.248	0.913	0.984
227	NaN	0.231	0.935	0.973	0.966	0.971	48.272	0.908	0.985
228	NaN	0.241	0.932	0.971	0.971	0.976	48.26	0.912	0.985
229	NaN	0.243	0.933	0.971	0.971	0.974	48.26	0.911	0.985
230	NaN	0.248	0.931	0.968	0.972	0.974	48.247	0.917	0.984
231	NaN	0.24	0.934	0.971	0.969	0.975	48.255	0.916	0.985
232	NaN	0.244	0.933	0.97	0.969	0.972	48.256	0.912	0.985
233	NaN	0.243	0.932	0.97	0.967	0.973	48.268	0.906	0.985
234	NaN	0.231	0.937	0.972	0.969	0.971	48.272	0.913	0.985
235	NaN	0.249	0.933	0.967	0.971	0.976	48.257	0.917	0.985
236	NaN	0.242	0.934	0.969	0.971	0.975	48.26	0.913	0.985
237	NaN	0.242	0.932	0.972	0.97	0.974	48.266	0.911	0.985
238	NaN	0.245	0.93	0.971	0.968	0.97	48.249	0.913	0.985
239	NaN	0.254	0.934	0.965	0.97	0.974	48.254	0.917	0.985
240	NaN	0.242	0.933	0.971	0.97	0.973	48.242	0.911	0.984
241	NaN	0.237	0.933	0.972	0.97	0.973	48.253	0.915	0.984
242	NaN	0.248	0.933	0.967	0.967	0.972	48.271	0.909	0.985
243	NaN	0.245	0.933	0.97	0.972	0.975	48.253	0.917	0.985
244	NaN	0.234	0.936	0.972	0.97	0.974	48.255	0.911	0.985
245	NaN	0.237	0.934	0.97	0.969	0.974	48.248	0.911	0.984
246	NaN	0.243	0.933	0.97	0.969	0.973	48.265	0.914	0.985
247	NaN	0.233	0.935	0.972	0.97	0.972	48.257	0.915	0.985
248	NaN	0.257	0.932	0.968	0.969	0.971	48.259	0.906	0.985
249	NaN	0.243	0.935	0.971	0.971	0.976	48.252	0.914	0.985
250	NaN	0.242	0.934	0.971	0.97	0.974	48.26	0.913	0.985
251	NaN	0.249	0.934	0.967	0.971	0.975	48.258	0.911	0.985
252	NaN	0.244	0.934	0.969	0.97	0.973	48.249	0.916	0.984
253	NaN	0.246	0.932	0.969	0.97	0.975	48.256	0.92	0.985
254	NaN	0.256	0.933	0.966	0.966	0.97	48.245	0.91	0.984
255	NaN	0.237	0.934	0.973	0.969	0.972	48.262	0.913	0.985
256	NaN	0.256	0.932	0.966	0.971	0.974	48.252	0.915	0.985
257	NaN	0.244	0.934	0.968	0.97	0.974	48.258	0.915	0.985
258	NaN	0.242	0.933	0.97	0.967	0.967	48.25	0.908	0.985
259	NaN	0.247	0.934	0.97	0.97	0.973	48.255	0.917	0.985
260	NaN	0.24	0.936	0.97	0.969	0.975	48.257	0.915	0.985
261	NaN	0.233	0.935	0.973	0.97	0.975	48.254	0.918	0.984
262	NaN	0.242	0.934	0.97	0.968	0.972	48.261	0.914	0.985
263	NaN	0.241	0.933	0.971	0.966	0.97	48.247	0.909	0.984
264	NaN	0.253	0.932	0.967	0.97	0.973	48.263	0.909	0.985
265	NaN	0.229	0.934	0.975	0.972	0.975	48.253	0.914	0.984
266	NaN	0.232	0.935	0.971	0.968	0.973	48.26	0.912	0.985
267	NaN	0.242	0.934	0.97	0.969	0.971	48.254	0.91	0.985
268	NaN	0.238	0.933	0.972	0.969	0.972	48.262	0.914	0.985
269	NaN	0.238	0.933	0.971	0.973	0.976	48.253	0.915	0.985
270	NaN	0.241	0.934	0.97	0.971	0.973	48.25	0.915	0.984
271	NaN	0.243	0.932	0.97	0.968	0.974	48.26	0.914	0.985
272	NaN	0.231	0.935	0.972	0.967	0.972	48.266	0.907	0.985
273	NaN	0.26	0.932	0.964	0.969	0.974	48.25	0.917	0.984
274	NaN	0.243	0.934	0.969	0.972	0.976	48.26	0.912	0.985
275	NaN	0.238	0.936	0.97	0.97	0.973	48.253	0.912	0.984
276	NaN	0.246	0.935	0.968	0.967	0.974	48.252	0.919	0.984
277	NaN	0.246	0.934	0.969	0.969	0.973	48.253	0.916	0.984
278	NaN	0.24	0.931	0.972	0.969	0.973	48.247	0.906	0.984
279	NaN	0.262	0.93	0.966	0.972	0.972	48.255	0.911	0.985
280	NaN	0.249	0.932	0.967	0.969	0.973	48.264	0.909	0.985
281	NaN	0.241	0.934	0.971	0.969	0.971	48.265	0.91	0.985
282	NaN	0.254	0.932	0.966	0.965	0.971	48.265	0.904	0.985
283	NaN	0.239	0.936	0.97	0.97	0.973	48.261	0.913	0.985
284	NaN	0.241	0.934	0.971	0.97	0.975	48.249	0.92	0.984
285	NaN	0.242	0.935	0.97	0.971	0.975	48.268	0.908	0.985
286	NaN	0.245	0.932	0.97	0.967	0.972	48.25	0.909	0.984
287	NaN	0.23	0.934	0.975	0.971	0.974	48.253	0.914	0.985
288	NaN	0.235	0.937	0.97	0.967	0.973	48.248	0.913	0.984
289	NaN	0.235	0.934	0.972	0.971	0.976	48.255	0.916	0.985
290	NaN	0.253	0.931	0.967	0.97	0.974	48.265	0.909	0.985
291	NaN	0.239	0.933	0.971	0.971	0.973	48.256	0.915	0.985
292	NaN	0.243	0.933	0.971	0.968	0.973	48.25	0.914	0.984
293	NaN	0.251	0.932	0.967	0.969	0.971	48.248	0.913	0.984
294	NaN	0.251	0.931	0.968	0.971	0.975	48.259	0.917	0.985
295	NaN	0.245	0.933	0.97	0.967	0.971	48.246	0.911	0.984
296	NaN	0.247	0.933	0.968	0.967	0.974	48.251	0.916	0.984
297	NaN	0.25	0.933	0.967	0.966	0.972	48.251	0.907	0.984
298	NaN	0.25	0.932	0.969	0.969	0.973	48.268	0.907	0.985
299	NaN	0.224	0.936	0.976	0.969	0.973	48.263	0.912	0.985
300	NaN	0.243	0.933	0.969	0.97	0.973	48.27	0.915	0.985
